Row Labels,Sum of SrcWgtAvgGoldstein,Sum of SrcWeightAvgTone
4/23/2023,0.865,-1.585
4/24/2023,0.957,-1.004
4/25/2023,0.924,-1.061
4/26/2023,0.908,-0.968
4/27/2023,0.967,-0.701
4/28/2023,1.160,-0.993
4/29/2023,1.236,-1.085
4/30/2023,0.885,-0.956
5/1/2023,1.215,-0.652
5/2/2023,0.991,-0.888
5/3/2023,0.781,-1.254
5/4/2023,0.943,-0.914
5/5/2023,1.091,-0.845
5/6/2023,1.285,-0.241
5/7/2023,0.801,-0.676
5/8/2023,1.059,-1.012
5/9/2023,1.233,-0.803
5/10/2023,1.048,-1.038
5/11/2023,1.145,-1.089
5/12/2023,1.057,-1.042
5/13/2023,1.099,-0.924
5/14/2023,0.971,-0.879
5/15/2023,0.916,-0.880
5/16/2023,0.992,-1.053
5/17/2023,1.065,-1.058
5/18/2023,0.865,-1.086
5/19/2023,1.023,-0.806
5/20/2023,1.070,-0.781
5/21/2023,1.295,-0.879
5/22/2023,1.059,-0.830
5/23/2023,1.228,-0.678
5/24/2023,1.304,-0.566
5/25/2023,1.176,-0.415
5/26/2023,1.133,-0.677
5/27/2023,0.920,-0.819
5/28/2023,0.882,-0.815
5/29/2023,1.058,-0.722
5/30/2023,0.961,-0.645
5/31/2023,0.823,-0.748
6/1/2023,1.036,-0.600
6/2/2023,1.112,-0.699
6/3/2023,1.053,-1.197
6/4/2023,0.931,-0.896
6/5/2023,0.935,-0.826
6/6/2023,0.923,-0.693
6/7/2023,0.811,-0.642
6/8/2023,1.221,-0.794
6/9/2023,1.080,-0.984
6/10/2023,0.827,-1.069
6/11/2023,0.519,-1.113
6/12/2023,1.212,-0.569
6/13/2023,1.112,-0.859
6/14/2023,0.903,-0.946
6/15/2023,0.791,-1.047
6/16/2023,0.837,-1.203
6/17/2023,0.965,-0.756
6/18/2023,1.009,-0.628
6/19/2023,1.376,-0.500
6/20/2023,1.333,-0.776
6/21/2023,0.937,-1.043
6/22/2023,1.378,-0.786
6/23/2023,1.157,-0.629
6/24/2023,1.044,-1.127
6/25/2023,1.086,-1.350
6/26/2023,1.240,-0.706
6/27/2023,1.311,-0.815
6/28/2023,0.831,-0.555
6/29/2023,1.063,-0.684
6/30/2023,1.283,-0.747
7/1/2023,1.084,-0.987
7/2/2023,1.223,-0.637
7/3/2023,1.200,-0.429
7/4/2023,1.239,-0.064
7/5/2023,1.198,-0.424
7/6/2023,1.144,-0.561
7/7/2023,0.969,-0.786
7/8/2023,0.963,-1.061
7/9/2023,0.817,-0.944
7/10/2023,1.199,-0.688
7/11/2023,1.190,-0.703
7/12/2023,1.198,-0.727
7/13/2023,1.437,-1.044
7/14/2023,1.260,-0.762
7/15/2023,1.103,-0.434
7/16/2023,1.135,-0.832
7/17/2023,1.274,-0.580
7/18/2023,1.077,-0.907
7/19/2023,1.058,-0.948
7/20/2023,1.574,-0.278
7/21/2023,0.965,-0.923
7/22/2023,1.092,-0.875
7/23/2023,0.398,-1.149
7/24/2023,0.888,-0.751
7/25/2023,0.942,-0.996
7/26/2023,1.221,-1.186
7/27/2023,1.074,-0.990
7/28/2023,1.211,-0.649
7/29/2023,0.673,-0.995
7/30/2023,0.892,-0.922
7/31/2023,1.120,-0.738
8/1/2023,0.918,-1.008
8/2/2023,0.798,-1.607
8/3/2023,0.479,-1.384
8/4/2023,0.951,-1.252
8/5/2023,0.799,-1.385
8/6/2023,0.883,-1.251
8/7/2023,0.973,-0.980
8/8/2023,0.871,-1.142
8/9/2023,1.029,-0.987
8/10/2023,0.528,-1.438
8/11/2023,0.816,-1.264
8/12/2023,0.872,-1.277
8/13/2023,0.818,-1.320
8/14/2023,1.058,-0.820
8/15/2023,1.278,-0.740
8/16/2023,0.960,-1.051
8/17/2023,0.770,-1.079
8/18/2023,0.967,-0.768
8/19/2023,0.940,-1.280
8/20/2023,1.361,-1.418
8/21/2023,1.079,-0.721
8/22/2023,1.205,-0.722
8/23/2023,1.242,-0.812
8/24/2023,0.955,-1.161
8/25/2023,0.950,-1.253
8/26/2023,0.707,-1.172
8/27/2023,-0.549,-1.788
8/28/2023,0.712,-1.105
8/29/2023,0.785,-1.075
8/30/2023,1.157,-1.012
8/31/2023,0.945,-0.784
9/1/2023,0.839,-1.022
9/2/2023,0.549,-1.272
9/3/2023,1.138,-0.644
9/4/2023,1.340,-0.610
9/5/2023,1.021,-0.632
9/6/2023,1.095,-0.839
9/7/2023,1.196,-0.877
9/8/2023,1.159,-0.757
9/9/2023,1.363,-0.845
9/10/2023,1.294,-0.450
9/11/2023,1.088,-1.082
9/12/2023,1.114,-0.976
9/13/2023,0.978,-0.970
9/14/2023,0.965,-0.633
9/15/2023,0.583,-1.335
9/16/2023,0.569,-1.334
9/17/2023,1.439,-0.525
9/18/2023,1.357,-1.054
9/19/2023,1.122,-0.982
9/20/2023,1.176,-1.236
9/21/2023,1.275,-0.790
9/22/2023,1.465,-0.496
9/23/2023,1.007,-0.836
9/24/2023,0.990,-0.850
9/25/2023,1.355,-0.811
9/26/2023,1.369,-0.530
9/27/2023,1.017,-0.959
9/28/2023,1.319,-0.534
9/29/2023,0.964,-0.990
9/30/2023,0.981,-0.955
10/1/2023,1.135,-0.544
10/2/2023,1.217,-0.693
10/3/2023,1.226,-0.592
10/4/2023,1.080,-0.783
10/5/2023,0.983,-0.553
10/6/2023,0.973,-1.186
10/7/2023,0.392,-1.630
10/8/2023,0.144,-2.480
10/9/2023,0.160,-1.996
10/10/2023,0.336,-1.773
10/11/2023,0.764,-1.802
10/12/2023,0.622,-1.691
10/13/2023,0.778,-1.701
10/14/2023,0.631,-1.809
10/15/2023,0.380,-1.711
10/16/2023,0.933,-1.634
10/17/2023,0.697,-1.437
10/18/2023,0.395,-2.299
10/19/2023,0.567,-1.797
10/20/2023,0.964,-1.754
10/21/2023,1.090,-2.034
10/22/2023,0.351,-2.353
10/23/2023,0.760,-1.609
10/24/2023,0.723,-1.471
10/25/2023,0.666,-1.157
10/26/2023,0.668,-1.433
10/27/2023,0.449,-1.648
10/28/2023,0.646,-1.543
10/29/2023,0.485,-1.538
10/30/2023,0.839,-1.103
10/31/2023,0.859,-1.318
11/1/2023,0.698,-1.587
11/2/2023,1.153,-0.995
11/3/2023,0.862,-1.243
11/4/2023,0.900,-1.797
11/5/2023,0.817,-1.693
11/6/2023,1.123,-1.172
11/7/2023,1.118,-1.413
11/8/2023,0.820,-1.207
11/9/2023,0.470,-1.207
11/10/2023,0.733,-0.717
11/11/2023,0.731,-1.252
11/12/2023,0.975,-1.122
11/13/2023,0.381,-1.088
11/14/2023,0.961,-0.708
11/15/2023,0.960,-0.921
11/16/2023,1.020,-0.999
11/17/2023,1.150,-0.914
11/18/2023,0.931,-1.386
11/19/2023,0.936,-0.999
11/20/2023,1.264,-0.689
11/21/2023,0.905,-0.922
11/22/2023,1.019,-1.057
11/23/2023,0.809,-0.941
11/24/2023,1.107,-0.986
11/25/2023,0.853,-1.340
11/26/2023,0.962,-1.697
11/27/2023,0.866,-1.485
11/28/2023,1.109,-1.274
11/29/2023,1.218,-0.655
11/30/2023,1.062,-1.149
12/1/2023,1.059,-1.000
12/2/2023,0.859,-1.583
12/3/2023,0.401,-1.791
12/4/2023,0.508,-1.315
12/5/2023,1.085,-1.129
12/6/2023,0.804,-1.628
12/7/2023,0.972,-1.062
12/8/2023,0.999,-1.138
12/9/2023,0.393,-2.257
12/10/2023,0.492,-1.791
12/11/2023,0.870,-1.429
12/12/2023,0.682,-1.200
12/13/2023,0.973,-0.956
12/14/2023,1.002,-0.973
12/15/2023,0.961,-0.715
12/16/2023,0.610,-1.311
12/17/2023,0.403,-1.512
12/18/2023,0.570,-1.096
12/19/2023,1.174,-0.922
12/20/2023,0.979,-1.119
12/21/2023,0.778,-1.147
12/22/2023,0.722,-1.486
12/23/2023,0.047,-1.939
12/24/2023,0.159,-1.585
12/25/2023,0.875,-1.193
12/26/2023,-0.020,-1.507
12/27/2023,0.464,-1.284
12/28/2023,0.843,-1.165
12/29/2023,0.447,-1.251
12/30/2023,0.166,-1.927
12/31/2023,0.453,-1.760
1/1/2024,0.100,-1.665
1/2/2024,0.682,-1.519
1/3/2024,0.221,-2.244
1/4/2024,0.020,-2.412
1/5/2024,0.889,-1.848
1/6/2024,0.664,-1.856
1/7/2024,0.303,-1.385
1/8/2024,1.239,-0.865
1/9/2024,0.672,-1.122
1/10/2024,0.576,-1.872
1/11/2024,0.736,-1.606
1/12/2024,-0.092,-2.065
1/13/2024,-0.181,-1.917
1/14/2024,0.662,-1.876
1/15/2024,0.197,-1.502
1/16/2024,0.525,-0.799
1/17/2024,0.937,-1.116
1/18/2024,0.209,-1.589
1/19/2024,0.397,-1.323
1/20/2024,0.116,-1.719
1/21/2024,0.203,-1.695
1/22/2024,0.638,-1.338
1/23/2024,0.660,-1.089
1/24/2024,0.485,-0.825
1/25/2024,0.863,-1.243
1/26/2024,0.612,-1.681
1/27/2024,0.712,-1.651
1/28/2024,0.315,-2.011
1/29/2024,0.524,-1.781
1/30/2024,0.540,-1.323
1/31/2024,0.597,-1.590
2/1/2024,0.596,-1.105
2/2/2024,0.461,-1.562
2/3/2024,-0.819,-2.239
2/4/2024,0.101,-1.752
2/5/2024,0.699,-1.023
2/6/2024,0.635,-1.424
2/7/2024,0.739,-1.240
2/8/2024,0.757,-1.248
2/9/2024,1.040,-0.971
2/10/2024,0.845,-1.292
2/11/2024,0.823,-1.440
2/12/2024,0.776,-1.086
2/13/2024,1.015,-0.599
2/14/2024,1.175,-1.124
2/15/2024,0.880,-0.967
2/16/2024,0.938,-0.982
2/17/2024,1.274,-1.011
2/18/2024,0.799,-0.868
2/19/2024,0.936,-1.285
2/20/2024,0.742,-1.738
2/21/2024,0.708,-1.483
2/22/2024,0.735,-1.217
2/23/2024,0.842,-1.169
2/24/2024,0.564,-1.198
2/25/2024,0.629,-1.160
2/26/2024,1.042,-0.970
2/27/2024,1.033,-1.034
2/28/2024,0.902,-0.720
2/29/2024,0.847,-0.772
3/1/2024,0.902,-0.836
3/2/2024,0.682,-1.060
3/3/2024,0.745,-1.122
3/4/2024,1.007,-1.151
3/5/2024,1.013,-0.941
3/6/2024,0.685,-0.815
3/7/2024,0.836,-0.958
3/8/2024,0.308,-1.477
3/9/2024,0.357,-1.676
3/10/2024,1.099,-1.263
3/11/2024,0.799,-0.806
3/12/2024,1.088,-0.783
3/13/2024,0.961,-1.310
3/14/2024,1.009,-0.837
3/15/2024,0.948,-0.951
3/16/2024,0.748,-0.976
3/17/2024,0.784,-1.195
3/18/2024,1.017,-0.888
3/19/2024,1.005,-0.862
3/20/2024,0.966,-0.813
3/21/2024,0.881,-0.824
3/22/2024,0.626,-1.503
3/23/2024,0.412,-2.272
3/24/2024,0.217,-2.054
3/25/2024,0.549,-1.842
3/26/2024,0.695,-1.859
3/27/2024,0.884,-1.175
3/28/2024,0.901,-1.383
3/29/2024,0.891,-1.278
3/30/2024,0.529,-1.685
3/31/2024,0.609,-1.283
4/1/2024,0.676,-1.387
4/2/2024,0.488,-1.173
4/3/2024,0.587,-1.152
4/4/2024,0.704,-1.109
4/5/2024,0.987,-0.781
4/6/2024,0.499,-1.330
4/7/2024,0.558,-1.644
4/8/2024,0.996,-1.057
4/9/2024,1.008,-1.072
4/10/2024,0.780,-1.126
4/11/2024,1.120,-0.847
4/12/2024,0.750,-1.278
4/13/2024,0.030,-1.769
4/14/2024,-0.111,-2.338
4/15/2024,0.546,-1.580
4/16/2024,0.673,-1.112
4/17/2024,0.810,-0.920
4/18/2024,0.406,-1.274
4/19/2024,0.553,-1.309
4/20/2024,0.428,-1.087
4/21/2024,0.853,-1.187
4/22/2024,0.798,-0.982
4/23/2024,0.785,-1.183
4/24/2024,0.966,-1.028
4/25/2024,1.071,-1.104
4/26/2024,1.153,-1.306
4/27/2024,0.863,-1.397
4/28/2024,0.390,-1.911
4/29/2024,0.936,-0.876
4/30/2024,0.716,-1.260
5/1/2024,0.608,-1.589
5/2/2024,0.447,-1.581
5/3/2024,0.680,-1.240
5/4/2024,0.310,-1.661
5/5/2024,0.706,-1.689
5/6/2024,0.549,-1.356
5/7/2024,0.647,-1.452
5/8/2024,0.902,-1.198
5/9/2024,0.688,-1.284
5/10/2024,0.681,-1.015
5/11/2024,0.648,-1.056
5/12/2024,0.669,-1.278
5/13/2024,0.932,-0.665
5/14/2024,0.989,-0.885
5/15/2024,0.758,-1.062
5/16/2024,0.996,-0.960
5/17/2024,1.179,-1.167
5/18/2024,0.934,-1.364
5/19/2024,0.941,-1.262
5/20/2024,0.381,-1.740
5/21/2024,0.779,-1.608
5/22/2024,0.967,-1.100
5/23/2024,1.004,-0.949
5/24/2024,1.164,-0.951
5/25/2024,0.851,-1.146
5/26/2024,0.627,-0.716
5/27/2024,0.808,-0.934
5/28/2024,1.006,-1.085
5/29/2024,0.857,-1.058
5/30/2024,0.929,-0.852
5/31/2024,0.621,-1.703
6/1/2024,0.617,-1.512
6/2/2024,0.804,-1.319
6/3/2024,1.130,-0.995
6/4/2024,0.917,-1.129
6/5/2024,0.877,-1.573
6/6/2024,0.447,-1.458
6/7/2024,0.744,-1.136
6/8/2024,0.661,-1.159
6/9/2024,0.848,-0.910
6/10/2024,1.024,-1.301
6/11/2024,1.235,-0.925
6/12/2024,1.012,-0.775
6/13/2024,1.401,-0.499
6/14/2024,1.725,-0.871
6/15/2024,1.232,-0.983
6/16/2024,1.298,-1.199
6/17/2024,0.910,-1.291
6/18/2024,0.961,-0.736
6/19/2024,1.095,-0.679
6/20/2024,1.026,-0.787
6/21/2024,0.895,-1.148
6/22/2024,0.692,-1.197
6/23/2024,0.849,-1.068
6/24/2024,0.773,-1.112
6/25/2024,0.780,-1.508
6/26/2024,0.875,-1.219
6/27/2024,0.955,-1.025
6/28/2024,0.847,-1.431
6/29/2024,0.895,-1.211
6/30/2024,0.727,-1.022
7/1/2024,0.842,-1.101
7/2/2024,0.992,-0.998
7/3/2024,0.905,-0.868
7/4/2024,1.251,-0.265
7/5/2024,0.978,-0.071
7/6/2024,1.160,-0.962
7/7/2024,0.478,-1.070
7/8/2024,1.409,-0.947
7/9/2024,1.300,-0.499
7/10/2024,1.055,-0.734
7/11/2024,1.135,-0.584
7/12/2024,1.227,-0.609
7/13/2024,1.001,-1.172
7/14/2024,-0.866,-2.330
7/15/2024,0.100,-1.295
7/16/2024,0.381,-1.145
7/17/2024,0.364,-1.085
7/18/2024,0.654,-1.176
7/19/2024,0.461,-1.739
7/20/2024,0.406,-1.010
7/21/2024,0.895,-0.568
7/22/2024,1.141,-0.515
7/23/2024,0.706,-0.884
7/24/2024,0.623,-1.232
7/25/2024,1.183,-0.912
7/26/2024,0.581,-1.102
7/27/2024,0.824,-1.020
7/28/2024,0.883,-1.037
7/29/2024,0.869,-1.034
7/30/2024,0.476,-1.399
7/31/2024,0.474,-1.685
8/1/2024,0.984,-1.734
8/2/2024,0.954,-1.236
8/3/2024,0.470,-1.536
8/4/2024,0.368,-2.105
8/5/2024,0.907,-1.437
8/6/2024,0.604,-1.534
8/7/2024,0.595,-1.302
8/8/2024,0.757,-1.151
8/9/2024,0.707,-1.232
8/10/2024,0.605,-1.507
8/11/2024,0.672,-2.235
8/12/2024,1.001,-1.660
8/13/2024,0.743,-1.423
8/14/2024,0.857,-1.392
8/15/2024,0.942,-1.607
8/16/2024,0.704,-1.375
8/17/2024,0.922,-1.351
8/18/2024,0.712,-1.148
8/19/2024,0.974,-0.853
8/20/2024,1.231,-0.844
8/21/2024,0.899,-1.005
8/22/2024,0.892,-0.862
8/23/2024,0.798,-0.834
8/24/2024,0.699,-1.284
8/25/2024,0.638,-1.780
8/26/2024,0.637,-1.215
8/27/2024,1.202,-0.995
8/28/2024,0.943,-1.127
8/29/2024,0.608,-1.413
8/30/2024,0.786,-1.122
8/31/2024,0.201,-1.137
9/1/2024,0.521,-2.129
9/2/2024,0.488,-1.534
9/3/2024,0.680,-1.377
9/4/2024,0.748,-1.241
9/5/2024,1.122,-1.040
9/6/2024,0.391,-1.526
9/7/2024,0.345,-1.345
9/8/2024,0.506,-1.844
9/9/2024,0.637,-1.108
9/10/2024,0.825,-1.037
9/11/2024,0.895,-1.559
9/12/2024,0.899,-0.934
9/13/2024,0.524,-1.568
9/14/2024,0.585,-1.531
9/15/2024,0.392,-1.405
9/16/2024,0.696,-0.818
9/17/2024,0.904,-1.180
9/18/2024,0.989,-1.030
9/19/2024,1.026,-0.934
9/20/2024,0.834,-1.395
9/21/2024,0.575,-1.114
9/22/2024,0.964,-0.937
9/23/2024,1.171,-1.179
9/24/2024,1.097,-0.768
9/25/2024,1.130,-0.945
9/26/2024,1.219,-0.819
9/27/2024,0.914,-1.090
9/28/2024,0.813,-1.171
9/29/2024,0.151,-1.376
9/30/2024,0.703,-0.898
10/1/2024,0.500,-1.090
10/2/2024,0.659,-1.534
10/3/2024,0.886,-1.133
10/4/2024,0.837,-0.892
10/5/2024,0.585,-1.563
10/6/2024,0.721,-1.025
10/7/2024,0.742,-1.540
10/8/2024,0.927,-1.134
10/9/2024,0.876,-1.054
10/10/2024,0.896,-0.774
10/11/2024,1.133,-0.775
10/12/2024,0.436,-1.245
10/13/2024,0.331,-1.278
10/14/2024,0.774,-0.988
10/15/2024,1.008,-0.660
10/16/2024,0.860,-0.908
10/17/2024,0.619,-1.050
10/18/2024,0.708,-1.016
10/19/2024,0.856,-1.562
10/20/2024,0.398,-1.269
10/21/2024,1.255,-0.761
10/22/2024,1.125,-0.940
10/23/2024,0.936,-1.083
10/24/2024,1.076,-1.260
10/25/2024,0.863,-1.336
10/26/2024,0.667,-1.650
10/27/2024,0.619,-1.636
10/28/2024,0.939,-1.044
10/29/2024,1.140,-1.028
10/30/2024,1.083,-0.981
10/31/2024,1.069,-0.690
11/1/2024,1.225,-0.317
11/2/2024,0.712,-1.164
11/3/2024,1.058,-0.856
11/4/2024,0.962,-0.346
11/5/2024,0.892,-0.649
11/6/2024,1.420,0.905
11/7/2024,1.257,0.096
11/8/2024,1.139,-0.565
11/9/2024,0.947,-0.746
11/10/2024,0.943,-0.630
11/11/2024,1.199,-0.170
11/12/2024,1.265,-0.307
11/13/2024,1.071,-0.494
11/14/2024,1.229,-0.344
11/15/2024,1.083,-0.553
11/16/2024,1.096,-0.701
11/17/2024,1.104,-1.128
11/18/2024,1.089,-0.809
11/19/2024,0.800,-0.986
11/20/2024,0.948,-1.104
11/21/2024,0.555,-1.629
11/22/2024,0.632,-1.514
11/23/2024,0.546,-1.443
11/24/2024,0.840,-1.211
11/25/2024,0.739,-0.965
11/26/2024,1.016,-1.268
11/27/2024,1.399,-1.023
11/28/2024,0.940,-0.617
11/29/2024,1.016,-1.116
11/30/2024,0.557,-1.119
12/1/2024,0.946,-0.726
12/2/2024,0.970,-1.594
12/3/2024,1.254,-1.008
12/4/2024,1.094,-1.017
12/5/2024,1.020,-1.187
12/6/2024,1.011,-0.798
12/7/2024,1.223,-0.480
12/8/2024,0.788,-1.241
12/9/2024,0.766,-1.113
12/10/2024,0.987,-0.862
12/11/2024,0.867,-0.957
12/12/2024,1.127,-1.146
12/13/2024,1.316,-0.766
12/14/2024,1.290,-0.848
12/15/2024,0.884,-0.755
12/16/2024,0.908,-1.361
12/17/2024,1.204,-1.318
12/18/2024,0.990,-1.020
12/19/2024,0.806,-0.988
12/20/2024,1.292,-1.038
12/21/2024,0.951,-1.187
12/22/2024,0.510,-1.594
12/23/2024,1.012,-1.056
12/24/2024,0.874,-1.312
12/25/2024,0.654,-0.880
12/26/2024,1.123,-0.766
12/27/2024,0.722,-1.117
12/28/2024,0.802,-1.173
12/29/2024,0.747,-0.687
12/30/2024,0.877,-0.904
12/31/2024,0.537,-1.184
,,
